"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"7006",2582921643,"TH2152DRAFT_00316",NA,"Cytochrome b(N-terminal)/b6/petB",642,213,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","","","pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"7007",2582921792,"TH2152DRAFT_00467",NA,"polyphosphate kinase 1",2082,693,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"7008",2582921854,"TH2152DRAFT_00529",NA,"Uncharacterized protein required for cytochrome oxidase assembly",897,298,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG1612","O","pfam02628","","No","Yes","Oxidative Phosphorylation",NA
"7009",2582921937,"TH2152DRAFT_00613",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",624,207,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"7010",2582921938,"TH2152DRAFT_00614",NA,"Cytochrome c, mono- and diheme variants",795,264,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG2010","C","pfam00034 pfam13442","","No","Yes","Oxidative Phosphorylation",NA
"7011",2582921939,"TH2152DRAFT_00615",NA,"menaquinol-cytochrome c reductase iron-sulfur subunit precursor",999,332,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0723","C","pfam00355","","No","Yes","Oxidative Phosphorylation",NA
"7012",2582921940,"TH2152DRAFT_00616",NA,"Cytochrome b subunit of the bc complex",1575,524,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG1290","C","pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"7013",2582921944,"TH2152DRAFT_00620",NA,"cytochrome c oxidase, subunit I",1665,554,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"7014",2582921945,"TH2152DRAFT_00621",NA,"cytochrome c oxidase, subunit II",747,248,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.9.3.1","COG1622","C","pfam00116","TIGR02866","No","Yes","Oxidative Phosphorylation","M00153"
"7015",2582922046,"TH2152DRAFT_00722",NA,"NADH-quinone oxidoreductase, chain I",546,181,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"7016",2582922048,"TH2152DRAFT_00724",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",636,211,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"7017",2582922049,"TH2152DRAFT_00725",NA,"NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)",300,99,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"7018",2582922050,"TH2152DRAFT_00726",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",1893,630,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"7019",2582922051,"TH2152DRAFT_00727",NA,"NADH dehydrogenase subunit M (EC 1.6.5.3)",1506,501,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7020",2582922052,"TH2152DRAFT_00728",NA,"proton-translocating NADH-quinone oxidoreductase, chain N",1515,504,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"7021",2582922054,"TH2152DRAFT_00730",NA,"NADH dehydrogenase, FAD-containing subunit",1326,441,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:1.6.99.3","COG1252","C","pfam00070 pfam07992","","No","No","Oxidative Phosphorylation",NA
"7022",2582922071,"TH2152DRAFT_00747",NA,"ATP synthase, F1 epsilon subunit (delta in mitochondria)",258,85,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","","","pfam02823","TIGR01216","No","No","Oxidative Phosphorylation",NA
"7023",2582922072,"TH2152DRAFT_00748",NA,"ATP synthase F1 subcomplex beta subunit",1437,478,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"7024",2582922073,"TH2152DRAFT_00749",NA,"ATP synthase, F1 gamma subunit",912,303,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"7025",2582922074,"TH2152DRAFT_00750",NA,"ATP synthase F1 subcomplex alpha subunit",1557,518,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"7026",2582922075,"TH2152DRAFT_00751",NA,"ATP synthase, F1 delta subunit",828,275,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0712","C","pfam00213","TIGR01145","No","No","Oxidative Phosphorylation",NA
"7027",2582922076,"TH2152DRAFT_00752",NA,"ATP synthase, F0 subunit b",513,170,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0711","C","pfam00430","TIGR01144","No","Yes","Oxidative Phosphorylation",NA
"7028",2582922077,"TH2152DRAFT_00753",NA,"ATP synthase, F0 subunit c",207,68,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0636","C","pfam00137","TIGR01260","No","Yes","Oxidative Phosphorylation",NA
"7029",2582922078,"TH2152DRAFT_00754",NA,"F0F1-type ATP synthase, subunit a",789,262,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"7030",2582922219,"TH2152DRAFT_00895",NA,"protoheme IX farnesyltransferase",891,296,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"7031",2582922771,"TH2159DRAFT_00463",NA,"cytochrome c oxidase, cbb3-type, subunit I",1437,478,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.9.3.1","COG3278","O","pfam00115","TIGR00780","No","Yes","Oxidative Phosphorylation","M00153"
"7032",2582922772,"TH2159DRAFT_00464",NA,"cytochrome c oxidase, cbb3-type, subunit II",621,206,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2993","C","pfam02433","TIGR00781","No","Yes","Oxidative Phosphorylation",NA
"7033",2582922773,"TH2159DRAFT_00465",NA,"Cbb3-type cytochrome oxidase component FixQ",165,54,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","","","pfam05545","","No","Yes","Oxidative Phosphorylation",NA
"7034",2582922774,"TH2159DRAFT_00466",NA,"cytochrome c oxidase, cbb3-type, subunit III",912,303,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2010","C","pfam13442 pfam14715","TIGR00782","No","Yes","Oxidative Phosphorylation",NA
"7035",2582922820,"TH2159DRAFT_00512",NA,"succinate dehydrogenase subunit D (EC 1.3.5.1)",360,119,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG3080","C","pfam02313","","No","Yes","Oxidative Phosphorylation",NA
"7036",2582922821,"TH2159DRAFT_00513",NA,"Fumarate reductase subunit C",420,139,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG3029","C","pfam02300","","No","Yes","Oxidative Phosphorylation",NA
"7037",2582922822,"TH2159DRAFT_00514",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein",750,249,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.3.5.4","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00091"
"7038",2582922823,"TH2159DRAFT_00515",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1803,600,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.3.5.4","COG1053","C","pfam00890 pfam02910","TIGR01176 TIGR01812","No","No","Oxidative Phosphorylation","M00091"
"7039",2582924562,"TH2159DRAFT_02257",NA,"Inorganic pyrophosphatase",537,178,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:3.6.1.1","COG0221","C","pfam00719","","No","No","Oxidative Phosphorylation",NA
"7040",2582924563,"TH2159DRAFT_02258",NA,"Inorganic pyrophosphatase",1509,503,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:3.6.1.1","COG3808","C","pfam03030","TIGR01104","No","Yes","Oxidative Phosphorylation",NA
"7041",2582924729,"TH2159DRAFT_02424",NA,"polyphosphate kinase 1",2097,698,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"7042",2582924794,"TH2159DRAFT_02490",NA,"F0F1-type ATP synthase, subunit a",879,292,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"7043",2582924906,"TH2159DRAFT_02602",NA,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",2025,674,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.99.5","COG0651","C P","pfam00361","","No","Yes","Oxidative Phosphorylation",NA
"7044",2582925098,"TH2159DRAFT_02794",NA,"cytochrome bd-I ubiquinol oxidase subunit 2 apoprotein (EC 1.10.3.10)",1041,346,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.10.3.-","COG1294","C","pfam02322","TIGR00203","No","Yes","Oxidative Phosphorylation","M00417"
"7045",2582925099,"TH2159DRAFT_02795",NA,"cytochrome bd-I ubiquinol oxidase subunit 1 apoprotein (EC 1.10.3.10)",1368,455,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.10.3.-","COG1271","C","pfam01654","","No","Yes","Oxidative Phosphorylation","M00417"
"7046",2582925204,"TH2159DRAFT_02900",NA,"Cytochrome c1",753,250,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2857","C","pfam02167","","Yes","Yes","Oxidative Phosphorylation",NA
"7047",2582925205,"TH2159DRAFT_02901",NA,"Cytochrome b subunit of the bc complex",1488,495,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG1290","C","pfam00032 pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"7048",2582925206,"TH2159DRAFT_02902",NA,"ubiquinol-cytochrome c reductase, iron-sulfur subunit",615,204,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.10.2.2","COG0723","C","pfam00355","TIGR01416","No","Yes","Oxidative Phosphorylation","M00151"
"7049",2582925384,"TH2159DRAFT_03080",NA,"cytochrome d oxidase, subunit II (cydB)",1137,378,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.10.3.-","COG1294","C","pfam02322","TIGR00203","No","Yes","Oxidative Phosphorylation","M00417"
"7050",2582925385,"TH2159DRAFT_03081",NA,"Bacterial Cytochrome Ubiquinol Oxidase",1560,519,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.10.3.-","","","pfam01654","","No","Yes","Oxidative Phosphorylation","M00417"
"7051",2582925449,"TH2159DRAFT_03145",NA,"Nucleoside-diphosphate-sugar epimerases",933,310,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.99.3","COG0451","M G","pfam13460","","No","No","Oxidative Phosphorylation",NA
"7052",2582925478,"TH2159DRAFT_03174",NA,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit",1428,475,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.3.5.4","COG1053","C","pfam00890","","No","No","Oxidative Phosphorylation","M00091"
"7053",2582925596,"TH2159DRAFT_03292",NA,"succinate dehydrogenase subunit B (EC 1.3.5.1)",705,234,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00065"
"7054",2582925597,"TH2159DRAFT_03293",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1791,596,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01816 TIGR01812","No","No","Oxidative Phosphorylation","M00065"
"7055",2582925598,"TH2159DRAFT_03294",NA,"succinate dehydrogenase, hydrophobic membrane anchor protein",366,121,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2142","C","pfam01127","TIGR02968","No","Yes","Oxidative Phosphorylation",NA
"7056",2582925599,"TH2159DRAFT_03295",NA,"succinate dehydrogenase subunit C (EC 1.3.5.1)",444,147,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2009","C","pfam01127","TIGR02970","No","Yes","Oxidative Phosphorylation",NA
"7057",2582925623,"TH2159DRAFT_03319",NA,"protoheme IX farnesyltransferase",897,298,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"7058",2582925624,"TH2159DRAFT_03320",NA,"Uncharacterized protein required for cytochrome oxidase assembly",1197,398,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG1612","O","pfam02628","","No","Yes","Oxidative Phosphorylation",NA
"7059",2582925628,"TH2159DRAFT_03324",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",879,292,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"7060",2582925630,"TH2159DRAFT_03326",NA,"Cytochrome oxidase assembly factor",600,199,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG3175","O","pfam04442","","No","Yes","Oxidative Phosphorylation",NA
"7061",2582925631,"TH2159DRAFT_03327",NA,"cytochrome c oxidase, subunit I",1632,543,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"7062",2582925632,"TH2159DRAFT_03328",NA,"cytochrome c oxidase, subunit II",1191,396,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.9.3.1","COG1622","C","pfam00116 pfam02790 pfam13442","TIGR02866","Yes","Yes","Oxidative Phosphorylation","M00153"
"7063",2582925861,"TH2159DRAFT_03558",NA,"proton-translocating NADH-quinone oxidoreductase, chain N",1494,497,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"7064",2582925862,"TH2159DRAFT_03559",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1479,492,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1008","C","pfam00361 pfam01059","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7065",2582925863,"TH2159DRAFT_03560",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",2028,675,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"7066",2582925864,"TH2159DRAFT_03561",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"7067",2582925865,"TH2159DRAFT_03562",NA,"NADH:ubiquinone oxidoreductase subunit 6 (chain J)",639,212,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"7068",2582925866,"TH2159DRAFT_03563",NA,"NADH-quinone oxidoreductase, chain I",522,173,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"7069",2582925867,"TH2159DRAFT_03564",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",1077,358,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"7070",2582925868,"TH2159DRAFT_03565",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",2130,709,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1034","C","pfam00384 pfam10588 pfam13510","TIGR01973","No","No","Oxidative Phosphorylation","M00144"
"7071",2582925869,"TH2159DRAFT_03566",NA,"NADH dehydrogenase subunit F (EC 1.6.5.3)",1377,458,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","TIGR01959","No","No","Oxidative Phosphorylation","M00144"
"7072",2582925870,"TH2159DRAFT_03567",NA,"NADH dehydrogenase subunit E (EC 1.6.5.3)",492,163,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG1905","C","pfam01257","TIGR01958","No","No","Oxidative Phosphorylation","M00144"
"7073",2582925871,"TH2159DRAFT_03568",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1254,417,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0649","C","pfam00346","TIGR01962","No","No","Oxidative Phosphorylation","M00144"
"7074",2582925872,"TH2159DRAFT_03569",NA,"NADH dehydrogenase subunit C (EC 1.6.5.3)",609,202,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0852","C","pfam00329","TIGR01961","No","No","Oxidative Phosphorylation","M00144"
"7075",2582925873,"TH2159DRAFT_03570",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)",480,159,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"7076",2582925874,"TH2159DRAFT_03571",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",360,119,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"7077",2582926716,"TH2160DRAFT_00690",NA,"succinate dehydrogenase subunit B (EC 1.3.5.1)",705,234,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00065"
"7078",2582926717,"TH2160DRAFT_00691",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1791,596,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01816 TIGR01812","No","No","Oxidative Phosphorylation","M00065"
