"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALGLDAPAALIG-RXN","m2582580615_221_14",75
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALA-GLU-LIG-RXN","m2582580615_221_12",75
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMUR-ALA-LIG-RXN","m2582580615_221_9",75
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALGLDAPLIG-RXN","m2582580615_221_15",75
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN","m2582580615_136_5",75
"m2582580615","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","DALADALALIG-RXN","m2582580615_221_8",75
"m2582580615","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580615_213_6",100
"m2582580615","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580615_204_6",100
"m2582580615","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580615_27_3",100
"m2582580615","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580615_204_5",100
"m2582580615","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580615_213_6",100
"m2582580615","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580615_204_6",100
"m2582580615","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580615_27_3",100
"m2582580615","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580615_204_5",100
"m2582580615","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580615_25_6",100
"m2582580615","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580615_168_4",100
"m2582580615","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580615_24_9",100
"m2582580615","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALDEHYDROG-RXN","m2582580615_243_1",83.3333333333333
"m2582580615","LEUSYN-PWY","L-leucine biosynthesis","2-ISOPROPYLMALATESYN-RXN","m2582580615_130_1",83.3333333333333
"m2582580615","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALISOM-RXN","m2582580615_28_4",83.3333333333333
"m2582580615","LEUSYN-PWY","L-leucine biosynthesis","BRANCHED-CHAINAMINOTRANSFERLEU-RXN","m2582580615_118_5",83.3333333333333
"m2582580615","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALISOM-RXN","m2582580615_28_3",83.3333333333333
"m2582580615","PWY-6164","3-dehydroquinate biosynthesis I","3-DEHYDROQUINATE-SYNTHASE-RXN","m2582580615_194_14",100
"m2582580615","PWY-6164","3-dehydroquinate biosynthesis I","DAHPSYN-RXN","m2582580615_221_2",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580615_147_2",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580615_198_7",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580615_253_2",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYRHAMREDUCT-RXN","m2582580615_198_5",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580615_198_4",100
"m2582580615","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYDRHAMEPIM-RXN","m2582580615_198_6",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_18",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580615_161_1",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_16",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580615_136_0",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580615_2_23",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580615_2_20",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580615_161_0",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_152_4",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580615_2_21",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580615_234_0",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","NADH-DEHYDROG-A-RXN","m2582580615_199_4",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_19",100
"m2582580615","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580615_136_1",100
"m2582580615","NADPHOS-DEPHOS-PWY-1","NAD phosphorylation and transhydrogenation","NAD-KIN-RXN","m2582580615_195_10",100
"m2582580615","NADPHOS-DEPHOS-PWY-1","NAD phosphorylation and transhydrogenation","TRANS-RXN0-277","m2582580615_150_1",100
"m2582580615","NADPHOS-DEPHOS-PWY-1","NAD phosphorylation and transhydrogenation","TRANS-RXN0-277","m2582580615_150_0",100
"m2582580615","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","DARAB5PISOM-RXN","m2582580615_212_9",80
"m2582580615","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","CPM-KDOSYNTH-RXN","m2582580615_191_3",80
"m2582580615","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","KDO-8PSYNTH-RXN","m2582580615_2_1",80
"m2582580615","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","KDO-8PPHOSPHAT-RXN","m2582580615_212_8",80
"m2582580615","PWY-5670","epoxysqualene biosynthesis","RXN-13162","m2582580615_148_6",100
"m2582580615","PWY-5670","epoxysqualene biosynthesis","SQUALENE-MONOOXYGENASE-RXN","m2582580615_19_4",100
"m2582580615","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NICONUCADENYLYLTRAN-RXN","m2582580615_116_4",100
"m2582580615","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOPRIBOTRANS-RXN","m2582580615_24_2",100
"m2582580615","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NAD-SYNTH-GLN-RXN","m2582580615_174_2",100
"m2582580615","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","L-ASPARTATE-OXID-RXN","m2582580615_220_5",100
"m2582580615","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOLINATE-SYNTHA-RXN","m2582580615_132_6",100
"m2582580615","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NAD-SYNTH-GLN-RXN","m2582580615_174_2",75
"m2582580615","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NICONUCADENYLYLTRAN-RXN","m2582580615_116_4",75
"m2582580615","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","QUINOPRIBOTRANS-RXN","m2582580615_24_2",75
"m2582580615","ASPARAGINE-DEG1-PWY","L-asparagine degradation I","ASPARAGHYD-RXN","m2582580615_221_4",100
"m2582580615","P283-PWY","hydrogen oxidation I (aerobic)","RXN0-4141","m2582580615_3_4",100
"m2582580615","PWY-6894","thiamine diphosphate biosynthesis I (E. coli)","THI-P-KIN-RXN","m2582580615_159_6",100
"m2582580615","PWY-6894","thiamine diphosphate biosynthesis I (E. coli)","RXN-12611","m2582580615_60_1",100
"m2582580615","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580615_108_5",75
"m2582580615","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580615_61_4",75
"m2582580615","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580615_108_5",75
"m2582580615","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580615_61_4",75
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","SULFITE-REDUCT-RXN","m2582580615_36_4",100
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_5",100
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","RXN-12019","m2582580615_189_1",100
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","SULFITE-REDUCT-RXN","m2582580615_193_14",100
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","SULFATE-ADENYLYLTRANS-RXN","m2582580615_210_1",100
"m2582580615","PWY-6683","sulfate reduction III (assimilatory)","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_6",100
"m2582580615","PWY-7346","UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)","UGD-RXN","m2582580615_176_2",100
"m2582580615","PWY-7346","UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)","UGD-RXN","m2582580615_24_8",100
"m2582580615","PWY-5755","4-hydroxybenzoate biosynthesis II (microbes)","CHORPYRLY-RXN","m2582580615_151_1",100
"m2582580615","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580615_8_12",100
"m2582580615","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTDPKIN-RXN","m2582580615_108_5",100
"m2582580615","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","RXN-7913","m2582580615_218_8",100
"m2582580615","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTATHIONE-SYN-RXN","m2582580615_5_8",100
"m2582580615","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTCYSLIG-RXN","m2582580615_189_0",100
"m2582580615","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTCYSLIG-RXN","m2582580615_11_0",100
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","DXPREDISOM-RXN","m2582580615_192_9",77.7777777777778
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","RXN0-884","m2582580615_99_2",77.7777777777778
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","2.7.1.148-RXN","m2582580615_173_2",77.7777777777778
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","RXN0-302","m2582580615_2_6",77.7777777777778
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","2.7.7.60-RXN","m2582580615_2_5",77.7777777777778
"m2582580615","PWY-7560","methylerythritol phosphate pathway II","RXN0-882","m2582580615_189_4",77.7777777777778
"m2582580615","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580615_5_4",100
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","RXN-15878","m2582580615_189_4",77.7777777777778
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","DXPREDISOM-RXN","m2582580615_192_9",77.7777777777778
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","2.7.1.148-RXN","m2582580615_173_2",77.7777777777778
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","RXN0-884","m2582580615_99_2",77.7777777777778
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","2.7.7.60-RXN","m2582580615_2_5",77.7777777777778
"m2582580615","NONMEVIPP-PWY","methylerythritol phosphate pathway I","RXN0-302","m2582580615_2_6",77.7777777777778
"m2582580615","PANTO-PWY","phosphopantothenate biosynthesis I","PANTOATE-BETA-ALANINE-LIG-RXN","m2582580615_106_4",75
"m2582580615","PANTO-PWY","phosphopantothenate biosynthesis I","PANTOTHENATE-KIN-RXN","m2582580615_217_0",75
"m2582580615","PANTO-PWY","phosphopantothenate biosynthesis I","3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","m2582580615_106_5",75
"m2582580615","PANTO-PWY","phosphopantothenate biosynthesis I","PANTOTHENATE-KIN-RXN","m2582580615_80_0",75
"m2582580615","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580615_160_3",100
"m2582580615","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580615_247_8",100
"m2582580615","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580615_225_1",100
"m2582580615","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580615_215_26",100
"m2582580615","PWY-5964","guanylyl molybdenum cofactor biosynthesis","RXN0-262","m2582580615_97_5",100
"m2582580615","PWY-1641","methane oxidation to methanol I","METHANE-MONOOXYGENASE-RXN","m2582580615_26_10",100
"m2582580615","PWY-1641","methane oxidation to methanol I","METHANE-MONOOXYGENASE-RXN","m2582580615_6_16",100
"m2582580615","PWY-5","canavanine biosynthesis","RXN-10","m2582580615_204_8",75
"m2582580615","PWY-5","canavanine biosynthesis","RXN-22","m2582580615_169_0",75
"m2582580615","PWY-5","canavanine biosynthesis","RXN-9","m2582580615_213_15",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","DHHB-METHYLTRANSFER-RXN","m2582580615_39_0",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN","m2582580615_127_8",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN","m2582580615_217_5",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","DHHB-METHYLTRANSFER-RXN","m2582580615_82_0",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN","m2582580615_37_2",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","4OHBENZOATE-OCTAPRENYLTRANSFER-RXN","m2582580615_103_0",75
"m2582580615","PWY-6708","ubiquinol-8 biosynthesis (prokaryotic)","OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN","m2582580615_127_7",75
"m2582580615","PWY-6700","queuosine biosynthesis","RXN0-4022","m2582580615_7_11",75
"m2582580615","PWY-6700","queuosine biosynthesis","RXN0-1342","m2582580615_5_21",75
"m2582580615","PWY-6700","queuosine biosynthesis","RXN0-1321","m2582580615_108_0",75
"m2582580615","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580615_127_6",100
"m2582580615","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580615_165_7",100
"m2582580615","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580615_240_8",100
"m2582580615","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580615_216_3",100
"m2582580615","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580615_7_4",100
"m2582580615","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580615_7_4",100
"m2582580615","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580615_216_9",100
"m2582580615","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","RXN0-5266","m2582580615_216_8",100
"m2582580615","PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","NADH-DEHYDROG-A-RXN","m2582580615_199_4",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580615_216_8",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_18",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_16",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","RXN0-5266","m2582580615_216_9",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_19",100
"m2582580615","PWY0-1353","succinate to cytochrome bd oxidase electron transfer","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_152_4",100
"m2582580615","PWY0-1314","fructose degradation","1PFRUCTPHOSN-RXN","m2582580615_183_15",100
"m2582580615","VALSYN-PWY","L-valine biosynthesis","DIHYDROXYISOVALDEHYDRAT-RXN","m2582580615_213_17",100
"m2582580615","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580615_165_3",100
"m2582580615","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580615_165_2",100
"m2582580615","VALSYN-PWY","L-valine biosynthesis","ACETOLACTREDUCTOISOM-RXN","m2582580615_165_0",100
"m2582580615","VALSYN-PWY","L-valine biosynthesis","BRANCHED-CHAINAMINOTRANSFERVAL-RXN","m2582580615_118_5",100
"m2582580615","PWY-46","putrescine biosynthesis III","ORNDECARBOX-RXN","m2582580615_2_15",100
"m2582580615","PWY-6333","acetaldehyde biosynthesis I","ALCOHOL-DEHYDROG-RXN","m2582580615_209_12",100
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","PROLINE--TRNA-LIGASE-RXN","m2582580615_13_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","THREONINE--TRNA-LIGASE-RXN","m2582580615_215_22",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ALANINE--TRNA-LIGASE-RXN","m2582580615_141_1",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ISOLEUCINE--TRNA-LIGASE-RXN","m2582580615_250_2",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ALANINE--TRNA-LIGASE-RXN","m2582580615_133_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","GLYCINE--TRNA-LIGASE-RXN","m2582580615_235_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","PHENYLALANINE--TRNA-LIGASE-RXN","m2582580615_215_18",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","VALINE--TRNA-LIGASE-RXN","m2582580615_7_1",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ARGININE--TRNA-LIGASE-RXN","m2582580615_213_4",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","TYROSINE--TRNA-LIGASE-RXN","m2582580615_5_1",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ASPARTATE--TRNA-LIGASE-RXN","m2582580615_195_2",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","THREONINE--TRNA-LIGASE-RXN","m2582580615_215_23",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","CYSTEINE--TRNA-LIGASE-RXN","m2582580615_177_1",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","LYSINE--TRNA-LIGASE-RXN","m2582580615_134_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ALANINE--TRNA-LIGASE-RXN","m2582580615_92_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","PHENYLALANINE--TRNA-LIGASE-RXN","m2582580615_215_17",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","GLYCINE--TRNA-LIGASE-RXN","m2582580615_121_7",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","HISTIDINE--TRNA-LIGASE-RXN","m2582580615_108_8",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","TRYPTOPHAN--TRNA-LIGASE-RXN","m2582580615_5_14",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","GLYCINE--TRNA-LIGASE-RXN","m2582580615_121_6",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","LEUCINE--TRNA-LIGASE-RXN","m2582580615_249_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","METHIONINE--TRNA-LIGASE-RXN","m2582580615_197_6",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","ISOLEUCINE--TRNA-LIGASE-RXN","m2582580615_250_1",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","PROLINE--TRNA-LIGASE-RXN","m2582580615_42_0",85.7142857142857
"m2582580615","TRNA-CHARGING-PWY","tRNA charging","GLUTAMINE--TRNA-LIGASE-RXN","m2582580615_144_6",85.7142857142857
"m2582580615","PWY-6737","starch degradation V","RXN-12171","m2582580615_117_4",75
"m2582580615","PWY-6737","starch degradation V","PHOSPHOGLUCMUT-RXN","m2582580615_1_10",75
"m2582580615","PWY-6737","starch degradation V","RXN-12193","m2582580615_1_22",75
"m2582580615","PWY-7238","sucrose biosynthesis II","PHOSPHOGLUCMUT-RXN","m2582580615_1_10",75
"m2582580615","PWY-7238","sucrose biosynthesis II","RXN-14354","m2582580615_1_22",75
"m2582580615","PWY-7238","sucrose biosynthesis II","RXN-14353","m2582580615_117_4",75
"m2582580615","PWY-7238","sucrose biosynthesis II","GLUC1PURIDYLTRANS-RXN","m2582580615_218_1",75
"m2582580615","PWY-7238","sucrose biosynthesis II","PGLUCISOM-RXN","m2582580615_134_7",75
"m2582580615","PWY-7238","sucrose biosynthesis II","GLUCOKIN-RXN","m2582580615_201_11",75
"m2582580615","PWY-1881","formate oxidation to CO2","1.2.1.2-RXN","m2582580615_124_4",100
"m2582580615","PWY-5704","urea degradation II","UREASE-RXN","m2582580615_182_3",100
"m2582580615","PWY-5704","urea degradation II","UREASE-RXN","m2582580615_182_4",100
"m2582580615","PWY-5704","urea degradation II","UREASE-RXN","m2582580615_182_2",100
"m2582580615","GLNSYN-PWY","L-glutamine biosynthesis I","GLUTAMINESYN-RXN","m2582580615_188_12",100
"m2582580616","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","UDPREDUCT-RXN","m2582580616_56_3",88.8888888888889
"m2582580616","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","DCDPKIN-RXN","m2582580616_28_7",88.8888888888889
